event_id,timestamp,property_code,person_id,direction,access_point,peep_visits,full_name,email,peep_required,peep_status,mobility_category,last_review_date,risk_status,total_vists_correct
E0001175,2025-06-10 15:52:00,BHM-PR,P100218,OUT,Gate B,8.0,Drew Wilson,drew.wilson@testmail.co,Yes,Approved,Category Not Specified,2025-08-25,Not Potential,18
E0001176,2025-06-10 08:11:00,BEL-LG,P100257,IN,Turnstile 1,9.0,Reese Martin,reese.martin@mailinator.com,Yes,Pending,Ambulatory,2025-03-03,Potential,19
E0001177,2025-06-10 15:12:00+00:00,BEL-LG,P100257,OUT,Turnstile 1,9.0,Reese Martin,reese.martin@mailinator.com,Yes,Pending,Ambulatory,2025-03-03,Potential,19
E0001178,2025-06-10 09:03:00,MCH-CC,P100482,IN,Gate A,10.0,Harper Martinez,harper.martinez@mailinator.com,No,Pending,Other,2025-05-12,Not Potential,23
E0001179,2025-06-10 17:04:00,MCH-CC,P100482,OUT,Turnstile 1,10.0,Harper Martinez,harper.martinez@mailinator.com,No,Pending,Other,2025-05-12,Not Potential,23
E0001180,2025-06-10 07:43:00,MCH-CC,P100312,IN,Reception,17.0,Reese White,reese.white@testmail.co,Yes,Approved,Wheelchair,2025-05-05,Not Potential,35
E0001181,2025-06-10 12:35:00,MCH-CC,P100312,OUT,Gate B,17.0,Reese White,reese.white@testmail.co,Yes,Approved,Wheelchair,2025-05-05,Not Potential,35
E0001182,2025-06-10 11:04:00,EDI-EX,P100203,IN,Reception,8.0,Quinn Johnson,quinn.johnson@testmail.co,No,Approved,Ambulatory,2025-05-24,Not Potential,19
E0001183,2025-06-10 11:24:00,EDI-EX,P100283,IN,Gate B,11.0,Avery Miller,avery.miller@testmail.co,No,Pending,Ambulatory,2025-01-11,Not Potential,24
E0001184,2025-06-10 19:40:00,EDI-EX,P100283,OUT,Reception,11.0,Avery Miller,avery.miller@testmail.co,No,Pending,Ambulatory,2025-01-11,Not Potential,24
E0001185,2025-06-10 10:34:00,MCH-CC,P100040,IN,Gate B,12.0,Skyler Jackson,skyler.jackson@mailinator.com,Yes,Pending,Ambulatory,2025-06-22,Potential,25
E0001186,2025-06-10 20:20:00,MCH-CC,P100040,OUT,Turnstile 1,12.0,Skyler Jackson,skyler.jackson@mailinator.com,Yes,Pending,Ambulatory,2025-06-22,Potential,25
E0001187,2025-06-10 07:27:00,NRW-QP,P100528,IN,Gate B,11.0,Jamie Wilson,jamie.wilson@testmail.co,No,Approved,Ambulatory,2025-07-24,Not Potential,22
E0001188,2025-06-10 15:12:00,NRW-QP,P100528,OUT,Reception,11.0,Jamie Wilson,jamie.wilson@testmail.co,No,Approved,Ambulatory,2025-07-24,Not Potential,22
E0001189,2025-06-10 08:25:00,EDI-EX,P100538,IN,Reception,8.0,Quinn Brown,quinn.brown@testmail.co,Yes,Not Available,Ambulatory,2025-02-07,Potential,19
E0001190,2025-06-10 15:53:00,EDI-EX,P100538,OUT,Turnstile 1,8.0,Quinn Brown,quinn.brown@testmail.co,Yes,Not Available,Ambulatory,2025-02-07,Potential,19
E0001191,2025-06-10 11:13:00,BEL-LG,P100097,IN,Gate B,13.0,Sam White,sam.white@mailinator.com,No,Pending,Ambulatory,2025-06-08,Not Potential,27
E0001192,2025-06-10 21:59:00,BEL-LG,P100097,OUT,Reception,13.0,Sam White,sam.white@mailinator.com,No,Pending,Ambulatory,2025-06-08,Not Potential,27
E0001193,2025-06-10 10:23:00,CDF-BY,P100281,IN,Gate B,14.0,Cameron Williams,cameron.williams@testmail.co,No,Approved,Ambulatory,2025-07-04,Not Potential,28
E0001194,2025-06-10 17:29:00,CDF-BY,P100281,OUT,Reception,14.0,Cameron Williams,cameron.williams@testmail.co,No,Approved,Ambulatory,2025-07-04,Not Potential,28
E0001195,2025-06-10 08:42:00,BRI-01,P100559,IN,Reception,8.0,Jamie Garcia,jamie.garcia@testmail.co,No,Pending,Ambulatory,2025-06-18,Not Potential,18
E0001196,2025-06-10 15:43:00,BRI-01,P100559,OUT,Gate B,8.0,Jamie Garcia,jamie.garcia@testmail.co,No,Pending,Ambulatory,2025-06-18,Not Potential,18
E0001197,2025-06-10 11:49:00,EDI-EX,P100509,IN,Reception,5.0,Casey Davis,casey.davis@example.com,No,Expired,Ambulatory,2025-06-28,Not Potential,10
E0001198,2025-06-10 22:01:00,EDI-EX,P100509,OUT,Gate B,5.0,Casey Davis,casey.davis@example.com,No,Expired,Ambulatory,2025-06-28,Not Potential,10
E0001199,2025-06-10 10:20:00,LDS-AR,P100392,IN,Gate A,9.0,Quinn Moore,quinn.moore@example.com,No,Approved,Other,2025-03-25,Not Potential,20
E0001200,2025-06-10 20:24:00+00:00,LDS-AR,P100392,OUT,Turnstile 1,9.0,Quinn Moore,quinn.moore@example.com,No,Approved,Other,2025-03-25,Not Potential,20
E0001201,2025-06-10 09:12:00,GLW-CL,P100569,IN,Gate B,12.0,Taylor Rodriguez,taylor.rodriguez@mailinator.com,Yes,Pending,Wheelchair,2025-04-17,Potential,25
E0001202,2025-06-10 13:35:00,GLW-CL,P100569,OUT,Reception,12.0,Taylor Rodriguez,taylor.rodriguez@mailinator.com,Yes,Pending,Wheelchair,2025-04-17,Potential,25
E0001204,2025-06-10 11:58:00,BEL-LG,P100619,IN,Gate B,14.0,Cameron Jones,cameron.jones@mailinator.com,Yes,Approved,Ambulatory,2025-09-04,Not Potential,28
E0001205,2025-06-10 21:28:00,BEL-LG,P100619,OUT,Gate B,14.0,Cameron Jones,cameron.jones@mailinator.com,Yes,Approved,Ambulatory,2025-09-04,Not Potential,28
E0001206,2025-06-10 08:58:00,CDF-BY,P100156,IN,Gate A,9.0,Skyler Rodriguez,skyler.rodriguez@example.com,No,Expired,Ambulatory,2025-06-04,Not Potential,20
E0001207,2025-06-10 16:28:00,CDF-BY,P100156,OUT,Gate A,9.0,Skyler Rodriguez,skyler.rodriguez@example.com,No,Expired,Ambulatory,2025-06-04,Not Potential,20
E0001208,2025-06-10 09:59:00,EDI-EX,P100230,IN,Gate B,9.0,Elliot Williams,elliot.williams@testmail.co,No,Expired,Wheelchair,2025-09-11,Not Potential,19
E0001209,2025-06-10 14:30:00,EDI-EX,P100230,OUT,Turnstile 1,9.0,Elliot Williams,elliot.williams@testmail.co,No,Expired,Wheelchair,2025-09-11,Not Potential,19
E0001210,2025-06-10 07:11:00,BHM-PR,P100181,IN,Turnstile 1,11.0,Parker Wilson,parker.wilson@mailinator.com,Yes,Approved,Ambulatory,2025-08-27,Not Potential,25
E0001211,2025-06-10 12:18:00,BHM-PR,P100181,OUT,Gate B,11.0,Parker Wilson,parker.wilson@mailinator.com,Yes,Approved,Ambulatory,2025-08-27,Not Potential,25
E0001212,2025-06-10 07:22:00,BHM-PR,P100314,IN,Reception,13.0,Jamie Garcia,jamie.garcia@testmail.co,No,Approved,Wheelchair,2025-06-15,Not Potential,26
E0001213,2025-06-10 15:48:00,BHM-PR,P100314,OUT,Turnstile 1,13.0,Jamie Garcia,jamie.garcia@testmail.co,No,Approved,Wheelchair,2025-06-15,Not Potential,26
E0001214,2025-06-10 11:57:00,NRW-QP,P100535,IN,Reception,12.0,Charlie Moore,charlie.moore@mailinator.com,No,Pending,Ambulatory,2025-09-22,Not Potential,26
E0001215,2025-06-10 17:00:00,NRW-QP,P100535,OUT,Turnstile 1,12.0,Charlie Moore,charlie.moore@mailinator.com,No,Pending,Ambulatory,2025-09-22,Not Potential,26
E0001218,2025-06-10 08:57:00,NRW-QP,P100353,IN,Reception,11.0,Jesse Hernandez,jesse.hernandez@mailinator.com,No,Expired,Category Not Specified,2025-06-16,Not Potential,23
E0001219,2025-06-10 18:14:00,NRW-QP,P100353,OUT,Reception,11.0,Jesse Hernandez,jesse.hernandez@mailinator.com,No,Expired,Category Not Specified,2025-06-16,Not Potential,23
E0001220,2025-06-10 09:46:00,BHM-PR,P100388,IN,Gate B,12.0,Reese Anderson,reese.anderson@example.com,No,Approved,VisionImpaired,2025-03-14,Not Potential,24
E0001221,2025-06-10 15:51:00,BHM-PR,P100388,OUT,Gate A,12.0,Reese Anderson,reese.anderson@example.com,No,Approved,VisionImpaired,2025-03-14,Not Potential,24
E0001222,2025-06-10 11:57:00,GLW-CL,P100212,IN,Gate B,10.0,Avery Johnson,avery.johnson@mailinator.com,No,Pending,Ambulatory,2025-08-02,Not Potential,21
E0001223,2025-06-10 16:12:00,GLW-CL,P100212,OUT,Gate B,10.0,Avery Johnson,avery.johnson@mailinator.com,No,Pending,Ambulatory,2025-08-02,Not Potential,21
E0001224,2025-06-11 07:00:00,NRW-QP,P100259,IN,Turnstile 1,10.0,Cameron Brown,cameron.brown@testmail.co,No,Expired,Ambulatory,2025-08-18,Not Potential,20
E0001225,2025-06-11 15:04:00,NRW-QP,P100259,OUT,Reception,10.0,Cameron Brown,cameron.brown@testmail.co,No,Expired,Ambulatory,2025-08-18,Not Potential,20
E0001226,2025-06-11 07:39:00,BHM-PR,P100449,IN,Gate B,8.0,Jordan Miller,jordan.miller@mailinator.com,No,Approved,Neurodivergent,2025-02-06,Not Potential,18
E0001227,2025-06-11 17:38:00+00:00,BHM-PR,P100449,OUT,Gate A,8.0,Jordan Miller,jordan.miller@mailinator.com,No,Approved,Neurodivergent,2025-02-06,Not Potential,18
E0001228,2025-06-11 08:03:00,LDS-AR,P100614,IN,Reception,7.0,Riley Moore,riley.moore@testmail.co,Yes,Approved,Ambulatory,2025-03-20,Not Potential,15
E0001229,2025-06-11 16:15:00,LDS-AR,P100614,OUT,Reception,7.0,Riley Moore,riley.moore@testmail.co,Yes,Approved,Ambulatory,2025-03-20,Not Potential,15
E0001230,2025-06-11 09:46:00,LDS-AR,P100459,IN,Gate A,10.0,Elliot Taylor,elliot.taylor@example.com,No,Approved,VisionImpaired,2025-05-10,Not Potential,22
E0001231,2025-06-11 17:46:00,LDS-AR,P100459,OUT,Turnstile 1,10.0,Elliot Taylor,elliot.taylor@example.com,No,Approved,VisionImpaired,2025-05-10,Not Potential,22
E0001232,2025-06-11 08:44:00,BHM-PR,P100418,IN,Gate A,13.0,Avery Miller,avery.miller@mailinator.com,No,Approved,Ambulatory,2025-03-04,Not Potential,28
E0001233,2025-06-11 19:04:00,BHM-PR,P100418,OUT,Reception,13.0,Avery Miller,avery.miller@mailinator.com,No,Approved,Ambulatory,2025-03-04,Not Potential,28
E0001234,2025-06-11 11:26:00,LDS-AR,P100037,IN,Turnstile 1,12.0,Casey Taylor,casey.taylor@testmail.co,No,Approved,Ambulatory,2025-07-22,Not Potential,24
E0001235,2025-06-11 18:18:00,LDS-AR,P100037,OUT,Gate A,12.0,Casey Taylor,casey.taylor@testmail.co,No,Approved,Ambulatory,2025-07-22,Not Potential,24
E0001236,2025-06-11 09:18:00,BHM-PR,P100361,IN,Gate A,6.0,Morgan Johnson,morgan.johnson@testmail.co,No,Pending,Ambulatory,2025-01-01,Not Potential,13
E0001237,2025-06-11 16:40:00+01:00,BHM-PR,P100361,OUT,Gate A,6.0,Morgan Johnson,morgan.johnson@testmail.co,No,Pending,Ambulatory,2025-01-01,Not Potential,13
E0001238,2025-06-11 10:00:00,CDF-BY,P100364,IN,Gate A,12.0,Sam Miller,sam.miller@example.com,Yes,Pending,Ambulatory,2025-07-25,Potential,25
E0001239,2025-06-11 20:58:00,CDF-BY,P100364,OUT,Gate A,12.0,Sam Miller,sam.miller@example.com,Yes,Pending,Ambulatory,2025-07-25,Potential,25
E0001240,2025-06-11 09:28:00,LDS-AR,P100190,IN,Reception,8.0,Reese Rodriguez,reese.rodriguez@mailinator.com,No,Pending,Ambulatory,2025-09-08,Not Potential,17
E0001241,2025-06-11 16:16:00,LDS-AR,P100190,OUT,Gate B,8.0,Reese Rodriguez,reese.rodriguez@mailinator.com,No,Pending,Ambulatory,2025-09-08,Not Potential,17
E0001242,2025-06-11 09:26:00,BEL-LG,P100006,IN,Reception,12.0,Taylor Taylor,taylor.taylor@testmail.co,No,Approved,Ambulatory,2025-05-23,Not Potential,24
E0001243,2025-06-11 20:20:00,BEL-LG,P100006,OUT,Reception,12.0,Taylor Taylor,taylor.taylor@testmail.co,No,Approved,Ambulatory,2025-05-23,Not Potential,24
E0001244,2025-06-11 10:26:00,GLW-CL,P100280,IN,Gate B,4.0,Jamie Jackson,jamie.jackson@mailinator.com,Yes,Approved,Neurodivergent,2025-03-18,Not Potential,9
E0001244,2025-06-11 10:26:00,GLW-CL,P100280,IN,Gate B,4.0,Jamie Jackson,jamie.jackson@mailinator.com,Yes,Approved,Neurodivergent,2025-03-18,Not Potential,9
E0001245,2025-06-11 18:21:00,GLW-CL,P100280,OUT,Gate A,4.0,Jamie Jackson,jamie.jackson@mailinator.com,Yes,Approved,Neurodivergent,2025-03-18,Not Potential,9
E0001246,2025-06-11 08:09:00,LDS-AR,P100021,IN,Gate B,10.0,Jordan Thomas,jordan.thomas@example.com,No,Approved,VisionImpaired,2025-09-04,Not Potential,20
E0001247,2025-06-11 12:34:00,LDS-AR,P100021,OUT,Gate B,10.0,Jordan Thomas,jordan.thomas@example.com,No,Approved,VisionImpaired,2025-09-04,Not Potential,20
E0001250,2025-06-11 07:04:00,CDF-BY,P100281,IN,Reception,14.0,Cameron Williams,cameron.williams@testmail.co,No,Approved,Ambulatory,2025-07-04,Not Potential,28
E0001251,2025-06-11 12:19:00,CDF-BY,P100281,OUT,Gate B,14.0,Cameron Williams,cameron.williams@testmail.co,No,Approved,Ambulatory,2025-07-04,Not Potential,28
E0001252,2025-06-11 08:21:00,CDF-BY,P100370,IN,Reception,6.0,Rowan Smith,rowan.smith@example.com,No,Approved,Ambulatory,2025-05-17,Not Potential,13
E0001253,2025-06-11 16:29:00,CDF-BY,P100370,OUT,Turnstile 1,6.0,Rowan Smith,rowan.smith@example.com,No,Approved,Ambulatory,2025-05-17,Not Potential,13
E0001254,2025-06-11 09:36:00,BRI-01,P100621,IN,Gate A,8.0,Avery Davis,avery.davis@example.com,No,Pending,Ambulatory,2025-09-13,Not Potential,19
E0001255,2025-06-11 16:02:00,BRI-01,P100621,OUT,Gate B,8.0,Avery Davis,avery.davis@example.com,No,Pending,Ambulatory,2025-09-13,Not Potential,19
E0001256,2025-06-11 10:50:00,GLW-CL,P100142,IN,Turnstile 1,9.0,Rowan Davis,rowan.davis@testmail.co,Yes,Approved,Ambulatory,2025-09-14,Not Potential,19
E0001257,2025-06-11 17:34:00,GLW-CL,P100142,OUT,Turnstile 1,9.0,Rowan Davis,rowan.davis@testmail.co,Yes,Approved,Ambulatory,2025-09-14,Not Potential,19
E0001258,2025-06-11 08:45:00,BRI-01,P100173,IN,Gate B,10.0,Drew Martin,drew.martin@mailinator.com,Yes,Approved,Ambulatory,2025-02-02,Not Potential,21
E0001259,2025-06-11 14:16:00,BRI-01,P100173,OUT,Turnstile 1,10.0,Drew Martin,drew.martin@mailinator.com,Yes,Approved,Ambulatory,2025-02-02,Not Potential,21
E0001260,2025-06-11 08:39:00,LDN-HQ,P100483,IN,Reception,14.0,Quinn Taylor,quinn.taylor@example.com,No,Approved,Category Not Specified,2025-05-01,Not Potential,28
E0001261,2025-06-11 17:56:00,LDN-HQ,P100483,OUT,Gate B,14.0,Quinn Taylor,quinn.taylor@example.com,No,Approved,Category Not Specified,2025-05-01,Not Potential,28
E0001262,2025-06-11 08:23:00,BRI-01,P100105,IN,Gate A,9.0,Jordan Thomas,jordan.thomas@mailinator.com,No,Revoked,Ambulatory,2025-06-07,Not Potential,19
E0001263,2025-06-11 06:23:00,BRI-01,P100105,OUT,Reception,9.0,Jordan Thomas,jordan.thomas@mailinator.com,No,Revoked,Ambulatory,2025-06-07,Not Potential,19
E0001264,2025-06-11 09:31:00,BEL-LG,P100062,IN,Gate B,9.0,Avery Hernandez,avery.hernandez@example.com,No,Approved,Ambulatory,2025-06-06,Not Potential,18
E0001265,2025-06-11 18:43:00,BEL-LG,P100062,OUT,Gate A,9.0,Avery Hernandez,avery.hernandez@example.com,No,Approved,Ambulatory,2025-06-06,Not Potential,18
E0001266,2025-06-11 08:33:00,MCH-CC,P100260,IN,Turnstile 1,7.0,Harper Brown,harper.brown@mailinator.com,No,Approved,Ambulatory,2025-02-15,Not Potential,15
E0001267,2025-06-11 16:00:00,MCH-CC,P100260,OUT,Turnstile 1,7.0,Harper Brown,harper.brown@mailinator.com,No,Approved,Ambulatory,2025-02-15,Not Potential,15
E0001268,2025-06-11 07:01:00,EDI-EX,P100467,IN,Reception,14.0,Harper Martinez,harper.martinez@example.com,No,Approved,Ambulatory,2025-01-19,Not Potential,28
E0001269,2025-06-11 14:50:00,EDI-EX,P100467,OUT,Reception,14.0,Harper Martinez,harper.martinez@example.com,No,Approved,Ambulatory,2025-01-19,Not Potential,28
E0001270,2025-06-11 09:06:00,NRW-QP,P100564,IN,Reception,12.0,Riley Moore,riley.moore@example.com,No,Approved,Ambulatory,2025-03-27,Not Potential,24
E0001271,2025-06-11 18:44:00,NRW-QP,P100564,OUT,Gate B,12.0,Riley Moore,riley.moore@example.com,No,Approved,Ambulatory,2025-03-27,Not Potential,24
E0001272,2025-06-11 09:35:00,BEL-LG,P100524,IN,Gate B,10.0,Cameron Martin,cameron.martin@example.com,No,Expired,Wheelchair,2025-07-20,Not Potential,20
E0001273,2025-06-11 18:59:00,BEL-LG,P100524,OUT,Turnstile 1,10.0,Cameron Martin,cameron.martin@example.com,No,Expired,Wheelchair,2025-07-20,Not Potential,20
E0001274,2025-06-11 07:41:00,BEL-LG,P100556,IN,Gate A,7.0,Skyler Thomas,skyler.thomas@mailinator.com,No,Approved,Ambulatory,2025-08-28,Not Potential,16
E0001275,2025-06-11 12:27:00,BEL-LG,P100556,OUT,Gate A,7.0,Skyler Thomas,skyler.thomas@mailinator.com,No,Approved,Ambulatory,2025-08-28,Not Potential,16
E0001276,2025-06-11 07:33:00,CDF-BY,P100060,IN,Gate B,8.0,Harper Moore,harper.moore@example.com,No,Expired,Wheelchair,2025-07-06,Not Potential,17
E0001277,2025-06-11 13:55:00,CDF-BY,P100060,OUT,Gate A,8.0,Harper Moore,harper.moore@example.com,No,Expired,Wheelchair,2025-07-06,Not Potential,17
E0001278,2025-06-11 11:26:00,LDS-AR,P100330,IN,Reception,7.0,Reese Anderson,reese.anderson@testmail.co,Yes,Pending,Ambulatory,2025-05-13,Potential,16
E0001279,2025-06-11 20:18:00,LDS-AR,P100330,OUT,Gate B,7.0,Reese Anderson,reese.anderson@testmail.co,Yes,Pending,Ambulatory,2025-05-13,Potential,16
E0001280,2025-06-11 09:14:00,LDN-HQ,P100397,IN,Gate A,6.0,Quinn Taylor,quinn.taylor@testmail.co,Yes,Approved,Ambulatory,2025-09-10,Not Potential,13
E0001281,2025-06-11 19:58:00+00:00,LDN-HQ,P100397,OUT,Gate B,6.0,Quinn Taylor,quinn.taylor@testmail.co,Yes,Approved,Ambulatory,2025-09-10,Not Potential,13
E0001282,2025-06-11 08:32:00,EDI-EX,P100283,IN,Reception,11.0,Avery Miller,avery.miller@testmail.co,No,Pending,Ambulatory,2025-01-11,Not Potential,24
E0001283,2025-06-11 06:32:00,EDI-EX,P100283,OUT,Reception,11.0,Avery Miller,avery.miller@testmail.co,No,Pending,Ambulatory,2025-01-11,Not Potential,24
E0001284,2025-06-11 11:02:00,BHM-PR,P100443,IN,Reception,7.0,Harper Davis,harper.davis@testmail.co,No,Approved,Ambulatory,2025-04-27,Not Potential,15
E0001285,2025-06-11 20:07:00,BHM-PR,P100443,OUT,Gate B,7.0,Harper Davis,harper.davis@testmail.co,No,Approved,Ambulatory,2025-04-27,Not Potential,15
E0001286,2025-06-11 07:58:00,CDF-BY,P100331,IN,Turnstile 1,11.0,Parker Taylor,parker.taylor@example.com,No,Approved,Wheelchair,2025-05-12,Not Potential,25
E0001287,2025-06-11 14:30:00,CDF-BY,P100331,OUT,Turnstile 1,11.0,Parker Taylor,parker.taylor@example.com,No,Approved,Wheelchair,2025-05-12,Not Potential,25
E0001288,2025-06-11 09:25:00,BEL-LG,P100160,IN,Turnstile 1,10.0,Quinn Anderson,quinn.anderson@testmail.co,No,Approved,Ambulatory,2025-05-08,Not Potential,21
E0001289,2025-06-11 17:03:00,BEL-LG,P100160,OUT,Reception,10.0,Quinn Anderson,quinn.anderson@testmail.co,No,Approved,Ambulatory,2025-05-08,Not Potential,21
E0001290,2025-06-11 10:51:00,BHM-PR,P100252,IN,Gate B,14.0,Reese Miller,reese.miller@testmail.co,Yes,Pending,Ambulatory,2025-06-20,Potential,31
E0001291,2025-06-11 19:38:00,BHM-PR,P100252,OUT,Gate B,14.0,Reese Miller,reese.miller@testmail.co,Yes,Pending,Ambulatory,2025-06-20,Potential,31
E0001292,2025-06-11 09:29:00,BRI-01,P100602,IN,Gate B,7.0,Elliot Moore,elliot.moore@mailinator.com,No,Pending,Ambulatory,2025-07-07,Not Potential,14
E0001293,2025-06-11 19:45:00+00:00,BRI-01,P100602,OUT,Gate B,7.0,Elliot Moore,elliot.moore@mailinator.com,No,Pending,Ambulatory,2025-07-07,Not Potential,14
E0001293,2025-06-11 19:45:00+00:00,BRI-01,P100602,OUT,Gate B,7.0,Elliot Moore,elliot.moore@mailinator.com,No,Pending,Ambulatory,2025-07-07,Not Potential,14
E0001294,2025-06-11 08:31:00,CDF-BY,P100137,IN,Reception,6.0,Jordan Anderson,jordan.anderson@testmail.co,No,Approved,Ambulatory,2025-06-27,Not Potential,13
E0001295,2025-06-11 15:56:00,CDF-BY,P100137,OUT,Reception,6.0,Jordan Anderson,jordan.anderson@testmail.co,No,Approved,Ambulatory,2025-06-27,Not Potential,13
E0001296,2025-06-11 08:04:00,BEL-LG,P100153,IN,Gate A,8.0,Morgan Jones,morgan.jones@example.com,Yes,Approved,Ambulatory,2025-05-17,Not Potential,16
E0001297,2025-06-11 16:07:00,BEL-LG,P100153,OUT,Gate A,8.0,Morgan Jones,morgan.jones@example.com,Yes,Approved,Ambulatory,2025-05-17,Not Potential,16
E0001298,2025-06-11 11:10:00,LDN-HQ,P100386,IN,Turnstile 1,11.0,Skyler Brown,skyler.brown@testmail.co,No,Approved,Ambulatory,2025-05-01,Not Potential,24
E0001299,2025-06-11 16:37:00,LDN-HQ,P100386,OUT,Turnstile 1,11.0,Skyler Brown,skyler.brown@testmail.co,No,Approved,Ambulatory,2025-05-01,Not Potential,24
E0001300,2025-06-11 07:57:00,MCH-CC,P100022,IN,Gate B,13.0,Reese Smith,reese.smith@example.com,Yes,Approved,Ambulatory,2025-01-06,Not Potential,27
E0001301,2025-06-11 18:55:00,MCH-CC,P100022,OUT,Gate A,13.0,Reese Smith,reese.smith@example.com,Yes,Approved,Ambulatory,2025-01-06,Not Potential,27
E0001304,2025-06-11 10:43:00,BRI-01,P100163,IN,Gate A,13.0,Charlie Anderson,charlie.anderson@mailinator.com,No,Approved,Ambulatory,2025-03-26,Not Potential,27
E0001305,2025-06-11 21:12:00,BRI-01,P100163,OUT,Gate A,13.0,Charlie Anderson,charlie.anderson@mailinator.com,No,Approved,Ambulatory,2025-03-26,Not Potential,27
E0001306,2025-06-11 09:45:00,BRI-01,P100399,IN,Reception,9.0,Elliot Jackson,elliot.jackson@mailinator.com,No,Revoked,Ambulatory,2025-07-21,Not Potential,21
E0001307,2025-06-11 15:46:00,BRI-01,P100399,OUT,Gate B,9.0,Elliot Jackson,elliot.jackson@mailinator.com,No,Revoked,Ambulatory,2025-07-21,Not Potential,21
E0001308,2025-06-11 07:41:00,MCH-CC,P100475,IN,Reception,8.0,Jordan Miller,jordan.miller@example.com,No,Approved,Ambulatory,2025-07-22,Not Potential,17
E0001309,2025-06-11 17:12:00,MCH-CC,P100475,OUT,Gate A,8.0,Jordan Miller,jordan.miller@example.com,No,Approved,Ambulatory,2025-07-22,Not Potential,17
E0001310,2025-06-11 09:29:00,GLW-CL,P100095,IN,Gate B,11.0,Jamie Hernandez,jamie.hernandez@testmail.co,No,Pending,Ambulatory,2025-05-07,Not Potential,22
E0001311,2025-06-11 16:15:00,GLW-CL,P100095,OUT,Turnstile 1,11.0,Jamie Hernandez,jamie.hernandez@testmail.co,No,Pending,Ambulatory,2025-05-07,Not Potential,22
E0001312,2025-06-11 09:29:00,NRW-QP,P100210,IN,Turnstile 1,11.0,Elliot Hernandez,elliot.hernandez@example.com,No,Approved,Ambulatory,2025-05-08,Not Potential,22
E0001313,2025-06-11 19:17:00,NRW-QP,P100210,OUT,Reception,11.0,Elliot Hernandez,elliot.hernandez@example.com,No,Approved,Ambulatory,2025-05-08,Not Potential,22
E0001314,2025-06-11 11:16:00,MCH-CC,P100372,IN,Turnstile 1,11.0,Quinn Brown,quinn.brown@example.com,Yes,Not Available,Ambulatory,2025-09-12,Potential,23
E0001317,2025-06-11 08:52:00,GLW-CL,P100329,IN,Gate A,5.0,Harper Jones,harper.jones@example.com,No,Revoked,Other,2025-02-26,Not Potential,10
E0001318,2025-06-11 13:24:00,GLW-CL,P100329,OUT,Gate A,5.0,Harper Jones,harper.jones@example.com,No,Revoked,Other,2025-02-26,Not Potential,10
E0001319,2025-06-11 08:47:00,BRI-01,P100133,IN,Turnstile 1,3.0,Drew Wilson,drew.wilson@example.com,Yes,Approved,Ambulatory,2025-01-15,Not Potential,7
E0001320,2025-06-11 15:33:00,BRI-01,P100133,OUT,Reception,3.0,Drew Wilson,drew.wilson@example.com,Yes,Approved,Ambulatory,2025-01-15,Not Potential,7
E0001321,2025-06-11 08:36:00,BHM-PR,P100505,IN,Reception,16.0,Reese Brown,reese.brown@example.com,Yes,Approved,Ambulatory,2025-07-14,Not Potential,36
E0001322,2025-06-11 12:50:00,BHM-PR,P100505,OUT,Gate B,16.0,Reese Brown,reese.brown@example.com,Yes,Approved,Ambulatory,2025-07-14,Not Potential,36
E0001323,2025-06-11 11:51:00,MCH-CC,P100309,IN,Gate B,11.0,Alex Martinez,alex.martinez@mailinator.com,No,Approved,VisionImpaired,2025-06-02,Not Potential,24
E0001324,2025-06-11 10:19:00,BEL-LG,P100565,IN,Gate A,11.0,Harper Taylor,harper.taylor@example.com,No,Pending,HearingImpaired,2025-01-21,Not Potential,24
E0001325,2025-06-11 07:13:00,GLW-CL,P100059,IN,Gate A,12.0,Jesse White,jesse.white@example.com,No,Approved,Ambulatory,2025-09-21,Not Potential,25
E0001326,2025-06-11 14:20:00,GLW-CL,P100059,OUT,Reception,12.0,Jesse White,jesse.white@example.com,No,Approved,Ambulatory,2025-09-21,Not Potential,25
E0001327,2025-06-11 10:23:00,GLW-CL,P100182,IN,Reception,10.0,Charlie Brown,charlie.brown@testmail.co,No,Expired,Ambulatory,2025-08-09,Not Potential,22
E0001328,2025-06-11 18:03:00+01:00,GLW-CL,P100182,OUT,Gate A,10.0,Charlie Brown,charlie.brown@testmail.co,No,Expired,Ambulatory,2025-08-09,Not Potential,22
E0001329,2025-06-11 09:44:00,NRW-QP,P100445,IN,Reception,13.0,Harper Moore,harper.moore@example.com,No,Approved,Ambulatory,2025-01-13,Not Potential,28
E0001330,2025-06-11 19:50:00,NRW-QP,P100445,OUT,Turnstile 1,13.0,Harper Moore,harper.moore@example.com,No,Approved,Ambulatory,2025-01-13,Not Potential,28
E0001331,2025-06-11 07:24:00,CDF-BY,P100553,IN,Reception,8.0,Elliot Martinez,elliot.martinez@mailinator.com,No,Approved,Ambulatory,2025-03-07,Not Potential,16
E0001332,2025-06-11 11:54:00+00:00,CDF-BY,P100553,OUT,Gate A,8.0,Elliot Martinez,elliot.martinez@mailinator.com,No,Approved,Ambulatory,2025-03-07,Not Potential,16
E0001333,2025-06-11 08:38:00,MCH-CC,P100297,IN,Gate A,11.0,Charlie Jones,charlie.jones@example.com,No,Approved,Ambulatory,2025-03-01,Not Potential,22
